MaxMakespan,MinMakespan,MinWorkload,MaxWorkload,MaxWCET,MinWCET,MedianWCET,NumNodes,MaxParallel,CriticalPath,AvgInDegree,AvgOutDegree,CoreNum,IsAnomaly,Par,Cri,WCRT,Advantage
650785,325391,635246,1270500,203250,1418,64500.000000,17,6,5,1,1,7,0,5,5,650785,0.000000
359546,179771,369744,739500,125589,4913,29772.000000,17,7,4,2,2,7,0,5,5,359546,0.000000
295868,147932,290246,580500,108416,1024,19970.000000,17,6,5,2,2,7,0,5,5,295868,0.000000
453269,226632,591742,1183500,111334,573,22012.000000,37,7,8,2,2,9,0,5,9,453269,0.000000
382701,191348,487244,974500,150391,2434,45754.000000,17,5,5,1,1,7,0,5,5,382701,0.000000
518319,259158,723995,1448000,260373,5427,85951.000000,17,7,5,1,1,7,0,5,5,518319,0.000000
786877,393437,715995,1432000,471266,145,67193.000000,17,5,5,2,2,7,0,5,5,786877,0.000000
534480,267239,714995,1430000,282258,3454,57979.000000,17,6,5,2,2,7,0,5,5,534480,0.000000
589599,294798,635246,1270500,283953,2400,36369.000000,17,6,5,2,2,7,0,5,5,589599,0.000000
323542,161770,277996,556000,129346,2298,13187.000000,17,5,5,2,2,7,0,5,5,323542,0.000000
259908,129953,375746,751500,130814,2571,44505.000000,17,6,5,1,1,7,0,5,5,259908,0.000000
191739,95867,252490,505000,37807,139,12232.000000,37,7,9,2,2,9,0,5,9,191739,0.000000
294009,147004,333246,666500,123325,1856,29876.000000,17,6,5,2,2,7,0,5,5,294009,0.000000
684191,342094,591745,1183500,359176,370,40779.000000,17,6,5,2,2,7,0,5,5,684191,0.000000
